date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition
8/2/2024,21,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,22.45,52.67,0,FALSE,FALSE,Cloudy
8/2/2024,21,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.52,11.93,126,FALSE,FALSE,Sunny
8/2/2024,31,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.77,8.4,213,FALSE,FALSE,Rainy
8/2/2024,15,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,17.21,24.36,272,FALSE,FALSE,Sunny
8/2/2024,37,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,3.94,6.05,363,TRUE,FALSE,Sunny
8/2/2024,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.57,9.71,192,FALSE,FALSE,Cloudy
8/2/2024,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,32.59,56.01,273,FALSE,TRUE,Sunny
8/2/2024,30,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,4.29,4.64,262,FALSE,FALSE,Rainy
8/2/2024,47,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.37,6.88,159,FALSE,TRUE,Sunny
8/2/2024,8,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,24.9,40.94,193,FALSE,FALSE,Sunny
8/2/2024,17,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.64,7.23,142,FALSE,FALSE,Cloudy
8/2/2024,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.4,20.27,117,FALSE,FALSE,Cloudy
8/2/2024,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.45,9.06,205,FALSE,FALSE,Rainy
8/2/2024,15,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,3.99,6.26,139,FALSE,FALSE,Sunny
8/2/2024,48,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.71,13.26,7,FALSE,FALSE,Sunny
8/2/2024,23,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,37.37,53.84,176,FALSE,FALSE,Sunny
8/3/2024,8,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,29.71,57.34,30,FALSE,TRUE,Cloudy
8/3/2024,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.23,15.69,182,FALSE,FALSE,Cloudy
8/3/2024,7,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,31.07,52.04,167,FALSE,FALSE,Sunny
8/3/2024,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.28,9.48,915,TRUE,FALSE,Cloudy
8/3/2024,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.08,6.9,887,TRUE,TRUE,Sunny
8/3/2024,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.72,13.12,687,FALSE,FALSE,Cloudy
8/3/2024,46,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.23,7.2,536,TRUE,FALSE,Rainy
8/3/2024,49,Kopitiam,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,13.88,17.98,265,FALSE,TRUE,Rainy
8/3/2024,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.59,2.38,612,FALSE,FALSE,Sunny
8/3/2024,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.79,2.39,571,FALSE,FALSE,Cloudy
8/3/2024,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,15.6,22.58,166,FALSE,FALSE,Cloudy
8/3/2024,34,Casual Dining,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,13.98,26.88,174,FALSE,FALSE,Sunny
8/3/2024,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.87,11.8,524,FALSE,FALSE,Rainy
8/3/2024,5,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,32.73,41.19,60,FALSE,FALSE,Cloudy
8/3/2024,10,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,43.33,56.06,231,FALSE,FALSE,Cloudy
8/3/2024,13,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,20.31,32.11,197,FALSE,FALSE,Sunny
8/3/2024,30,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3,3.76,666,FALSE,FALSE,Rainy
8/3/2024,38,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,34.45,48.67,385,FALSE,FALSE,Cloudy
8/3/2024,1,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.95,9.13,96,FALSE,FALSE,Sunny
8/3/2024,23,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,39.81,58.13,232,FALSE,FALSE,Sunny
8/3/2024,24,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,12.61,18.89,273,FALSE,FALSE,Cloudy
8/3/2024,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.76,7.74,394,FALSE,FALSE,Cloudy
8/4/2024,25,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,16.19,27.36,239,FALSE,FALSE,Cloudy
8/4/2024,32,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.62,8.07,458,FALSE,FALSE,Sunny
8/4/2024,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.4,13.7,241,FALSE,FALSE,Sunny
8/4/2024,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.14,5.01,817,TRUE,TRUE,Rainy
8/4/2024,26,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,19.11,37.13,0,FALSE,FALSE,Rainy
8/4/2024,41,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,7.75,8.55,400,FALSE,FALSE,Sunny
8/4/2024,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,10.14,10.77,671,FALSE,FALSE,Rainy
8/4/2024,29,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.09,7.16,526,FALSE,FALSE,Cloudy
8/4/2024,49,Kopitiam,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.74,3.97,607,TRUE,FALSE,Sunny
8/4/2024,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,17.61,30.76,113,FALSE,FALSE,Sunny
8/4/2024,4,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.02,20.06,0,FALSE,FALSE,Rainy
8/4/2024,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.81,2.47,383,FALSE,FALSE,Rainy
8/4/2024,5,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.85,5.18,429,FALSE,FALSE,Rainy
8/4/2024,13,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,21.73,34.8,75,FALSE,FALSE,Sunny
8/4/2024,21,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.61,5.33,314,FALSE,FALSE,Rainy
8/4/2024,15,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.08,5.16,844,TRUE,FALSE,Cloudy
8/4/2024,25,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,40.59,68,218,FALSE,FALSE,Sunny
8/4/2024,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.55,7.92,383,FALSE,FALSE,Cloudy
8/4/2024,10,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,32.92,63.12,70,FALSE,FALSE,Cloudy
8/4/2024,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.9,8.85,392,FALSE,TRUE,Rainy
8/4/2024,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,17.17,21.15,282,FALSE,FALSE,Sunny
8/5/2024,42,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,47.5,64.48,101,FALSE,FALSE,Sunny
8/5/2024,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,15.99,24.43,9,FALSE,FALSE,Rainy
8/5/2024,25,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,40.88,55.07,103,TRUE,FALSE,Rainy
8/5/2024,37,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,10.96,17.57,123,FALSE,FALSE,Rainy
8/5/2024,15,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,22.15,32.03,137,FALSE,FALSE,Sunny
8/5/2024,37,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.97,3.26,379,FALSE,FALSE,Cloudy
8/5/2024,40,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,21.72,34.77,85,FALSE,FALSE,Cloudy
8/5/2024,24,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,10.76,22.25,65,FALSE,FALSE,Cloudy
8/5/2024,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.8,2.5,277,FALSE,FALSE,Sunny
8/5/2024,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.62,7.2,273,FALSE,FALSE,Sunny
8/5/2024,23,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.41,14.29,333,FALSE,FALSE,Rainy
8/5/2024,20,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.12,6.36,124,FALSE,FALSE,Sunny
8/5/2024,6,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,50.41,64.11,0,FALSE,FALSE,Cloudy
8/5/2024,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.88,2.62,267,FALSE,FALSE,Sunny
8/5/2024,26,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.01,8.03,235,FALSE,FALSE,Cloudy
8/5/2024,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.76,1.9,449,TRUE,FALSE,Rainy
8/5/2024,26,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.64,7.56,114,FALSE,FALSE,Sunny
8/5/2024,10,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,41.59,55.5,156,FALSE,FALSE,Sunny
8/5/2024,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.02,2,628,TRUE,FALSE,Sunny
8/5/2024,31,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.65,9.08,370,FALSE,FALSE,Cloudy
8/5/2024,35,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,9.97,23.11,0,FALSE,FALSE,Cloudy
8/5/2024,6,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,6.06,7.77,242,FALSE,FALSE,Cloudy
8/5/2024,24,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.91,4.48,424,FALSE,FALSE,Sunny
8/5/2024,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.59,2.64,365,FALSE,FALSE,Cloudy
8/5/2024,44,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.04,2.38,476,FALSE,FALSE,Cloudy
8/5/2024,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.64,10.05,85,FALSE,FALSE,Sunny
8/5/2024,9,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.34,3.38,907,TRUE,FALSE,Sunny
8/5/2024,9,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,24.56,50.6,88,FALSE,FALSE,Sunny
8/6/2024,4,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.37,7.84,207,FALSE,FALSE,Sunny
8/6/2024,42,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,48.89,63.51,28,FALSE,FALSE,Cloudy
8/6/2024,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,36.65,76.9,0,FALSE,FALSE,Sunny
8/6/2024,39,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.87,18.21,176,FALSE,FALSE,Cloudy
8/6/2024,37,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,7.28,13.19,285,FALSE,FALSE,Sunny
8/6/2024,47,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.35,3.07,189,FALSE,FALSE,Rainy
8/6/2024,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,9.41,12.12,104,FALSE,FALSE,Rainy
8/6/2024,38,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,16.98,29.85,77,FALSE,FALSE,Sunny
8/6/2024,8,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.23,18.79,34,FALSE,FALSE,Rainy
8/6/2024,8,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.21,14.94,286,FALSE,FALSE,Cloudy
8/6/2024,30,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.35,8.73,221,FALSE,FALSE,Sunny
8/6/2024,21,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.49,11.89,387,FALSE,FALSE,Sunny
8/6/2024,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.3,15.55,40,FALSE,FALSE,Sunny
8/6/2024,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.4,12.31,413,FALSE,FALSE,Sunny
8/6/2024,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.59,12.22,204,FALSE,FALSE,Sunny
8/6/2024,21,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,25.57,49.74,108,FALSE,FALSE,Cloudy
8/6/2024,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,52.8,70.68,164,FALSE,FALSE,Cloudy
8/6/2024,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.7,1.73,774,TRUE,FALSE,Rainy
8/6/2024,34,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.07,3.66,856,TRUE,FALSE,Sunny
8/6/2024,17,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.21,7.05,294,FALSE,FALSE,Sunny
8/6/2024,45,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.25,2.01,685,TRUE,FALSE,Cloudy
8/6/2024,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.13,11.7,404,FALSE,FALSE,Sunny
8/6/2024,14,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,21.54,41.41,66,FALSE,FALSE,Sunny
8/6/2024,21,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,31.43,55.88,37,FALSE,FALSE,Sunny
8/6/2024,3,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,4.16,5.53,300,FALSE,FALSE,Sunny
8/6/2024,32,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.29,30.3,90,FALSE,FALSE,Sunny
8/6/2024,6,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.02,7.77,331,FALSE,FALSE,Rainy
8/7/2024,19,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.06,10.14,241,FALSE,FALSE,Cloudy
8/7/2024,17,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.42,9.07,402,FALSE,FALSE,Sunny
8/7/2024,13,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.71,3.31,232,FALSE,FALSE,Cloudy
8/7/2024,30,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,7.82,8.59,205,FALSE,FALSE,Sunny
8/7/2024,21,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.48,4.61,478,FALSE,FALSE,Sunny
8/7/2024,40,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.47,7.87,335,FALSE,FALSE,Cloudy
8/7/2024,44,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.85,3.15,283,FALSE,FALSE,Sunny
8/7/2024,12,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,28.64,25.92,279,TRUE,FALSE,Sunny
8/7/2024,6,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,38.42,67.97,69,FALSE,FALSE,Cloudy
8/7/2024,35,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,8.82,14.53,276,FALSE,TRUE,Sunny
8/7/2024,4,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.64,11.76,234,FALSE,FALSE,Sunny
8/7/2024,38,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.49,31.87,34,FALSE,FALSE,Sunny
8/7/2024,10,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,40.33,50.39,338,FALSE,TRUE,Rainy
8/7/2024,23,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.72,26.96,46,FALSE,FALSE,Sunny
8/7/2024,28,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,42.84,50.45,252,FALSE,FALSE,Cloudy
8/7/2024,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.34,5.24,595,TRUE,FALSE,Sunny
8/7/2024,9,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,30.77,60.75,102,FALSE,FALSE,Cloudy
8/7/2024,20,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.8,4.09,537,FALSE,FALSE,Sunny
8/7/2024,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.67,5.77,499,TRUE,FALSE,Rainy
8/7/2024,23,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.9,4.73,416,TRUE,FALSE,Sunny
8/7/2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.45,27.59,107,FALSE,FALSE,Cloudy
8/7/2024,32,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,16.06,29.36,30,FALSE,FALSE,Sunny
8/7/2024,34,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.27,14.59,280,FALSE,FALSE,Rainy
8/7/2024,46,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,24.68,56.29,87,FALSE,FALSE,Sunny
8/7/2024,21,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,30.8,43.61,99,TRUE,FALSE,Cloudy
8/7/2024,15,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,16.92,29.94,134,FALSE,FALSE,Sunny
8/7/2024,29,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.88,8.88,269,FALSE,FALSE,Sunny
8/7/2024,23,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,49.3,55.95,184,FALSE,TRUE,Cloudy
8/7/2024,48,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.61,11.76,516,FALSE,FALSE,Sunny
8/8/2024,19,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.6,4.45,408,FALSE,FALSE,Sunny
8/8/2024,34,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.26,7.07,421,TRUE,FALSE,Sunny
8/8/2024,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.9,2.86,274,FALSE,FALSE,Sunny
8/8/2024,6,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.64,27.95,0,FALSE,FALSE,Cloudy
8/8/2024,3,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,36.46,39.43,243,FALSE,FALSE,Cloudy
8/8/2024,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,17.46,27.34,38,FALSE,FALSE,Cloudy
8/8/2024,25,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,19.33,31.16,17,FALSE,FALSE,Rainy
8/8/2024,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.55,2.27,537,FALSE,FALSE,Cloudy
8/8/2024,44,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.9,7.06,179,FALSE,FALSE,Sunny
8/8/2024,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.89,17.11,220,FALSE,FALSE,Sunny
8/8/2024,8,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.2,7.35,363,TRUE,FALSE,Sunny
8/8/2024,39,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,27.54,47.7,101,FALSE,FALSE,Sunny
8/8/2024,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.29,16.17,296,TRUE,FALSE,Cloudy
8/8/2024,9,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,7.07,12.02,0,FALSE,FALSE,Sunny
8/8/2024,37,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,12.83,15.03,251,FALSE,FALSE,Cloudy
8/8/2024,9,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.38,11.29,47,FALSE,FALSE,Cloudy
8/8/2024,1,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.71,1.9,841,TRUE,FALSE,Cloudy
8/8/2024,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.93,14.99,277,FALSE,FALSE,Sunny
8/8/2024,48,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.76,13.27,277,FALSE,FALSE,Sunny
8/8/2024,39,Casual Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,8.72,12.8,233,FALSE,FALSE,Sunny
8/8/2024,49,Kopitiam,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,14.8,25.26,0,FALSE,FALSE,Rainy
8/8/2024,13,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.11,3.12,278,FALSE,FALSE,Sunny
8/8/2024,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.58,8.23,256,FALSE,FALSE,Rainy
8/8/2024,50,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.87,2.02,810,TRUE,FALSE,Sunny
8/8/2024,46,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.87,3.62,424,FALSE,FALSE,Sunny
8/9/2024,25,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,18.69,19.62,118,TRUE,FALSE,Rainy
8/9/2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.64,25.2,124,FALSE,FALSE,Sunny
8/9/2024,42,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.29,24.25,119,FALSE,FALSE,Sunny
